100000      -3475984.6451727678       -62108.975320912214      
200000      410044.21147354075        59197.75725843988        
300000      412644.07345919276        54984.952117614579       
400000      429432.97364817373        55265.058999630048       
500000      428559.35511026974        56469.210760935217       
600000      427962.79750573513        56325.753594211259       
700000      432246.65877280815        51095.464681340221       
800000      432484.74329221365        50421.06360533477        
900000      456123.21131088561        51215.072956094853       
1000000     447240.28646317555        49630.537763932851       
