100000      1135.63 864.369
200000      1252.33 747.672
300000      1284.62 715.376
400000      1290.25 709.752
500000      1305.26 694.741
600000      1317.35 682.651
700000      1327.04 672.959
800000      1348.78 651.221
900000      1347.79 652.209
1000000     1348.36 651.638
