100000      274715.14493142877        580398.611435659         
200000      313771.1342450963         883694.1953548576        
300000      373000.05661797832        953610.22203940235       
400000      414384.57964268519        914183.98925808247       
500000      395556.42989234009        933182.73116464564       
600000      386779.67400234868        935017.0938446027        
700000      378421.64202663186        973801.97411897441       
800000      332874.15608532575        985131.25346036733       
900000      330658.54822913563        1010863.6281519851       
1000000     357365.19372489105        987867.61198506015       
