100000      0.11754499844388769       0.049240323142116731     
200000      0.098122118141207859      0.054486122338067322     
300000      0.070009758897842209      0.06158503966969562      
400000      0.072961407105019027      0.059797053977521095     
500000      0.062635034904254858      0.064134057967271951     
600000      0.057077346341215841      0.066759186995700909     
700000      0.058162734891134479      0.065935898259905909     
800000      0.056898267249239902      0.066185153854532261     
900000      0.062730115257978974      0.063982622243300952     
1000000     0.057738102107055524      0.065897966469250627     
