100000      -1941926.0923858664       -251442.60509999975      
200000      252932.42167823066        302755.95667758258       
300000      183136.05480040482        349290.73368719232       
400000      206813.14591723413        326299.94256956503       
500000      141551.50731182983        370751.6204533648        
600000      130555.4094822972         377778.20991219161       
700000      119944.88024351948        405654.65041879297       
800000      124494.67170517865        476721.74627218209       
900000      126735.80516124803        398161.1766969476        
1000000     109022.6989823172         394772.8283346534        
