100000      859.371 140.629
200000      963.044 36.9562
300000      968.192 31.8083
400000      973.326 26.674
500000      974.414 25.586
600000      972.266 27.7343
700000      972.808 27.1918
800000      970.396 29.6044
900000      968.359 31.6411
1000000     968.303 31.6969
