100000      801.278 198.722
200000      936.743 63.2573
300000      941.319 58.6811
400000      933.47 66.5297
500000      932.453 67.5471
600000      934.254 65.7464
700000      932.174 67.826
800000      934.76 65.2395
900000      935.213 64.7871
1000000     940.028 59.9717
