100000      358350942.41806799        3173879.4333415828       
200000      1.3219188500675356        5.7610777292413005       
300000      5.9711584941129559        5.1640977874744758       
400000      -3.2937978410355395       5.3254927650387156       
500000      -4.6818229494521368       5.271189286556738        
600000      -0.44893539651136305      5.2458654390728592       
700000      -1.2231899364612109       5.4165714143465804       
800000      3.4233983733386779        5.3677437723372794       
900000      0.58949781244995936       5.3769401647865624       
1000000     2.7405027091232741        5.1678711025864992       
