100000      0.2348236598986494        0.015279479269859876     
200000      0.26942406377096156       0.0039911687667901433    
300000      0.27608883429574477       0.0034094422744319177    
400000      0.28093160730036232       0.0028464777228106308    
500000      0.28129226020868547       0.0027299093093640734    
600000      0.28261684982912688       0.0029516459557430066    
700000      0.28536587231738919       0.0028843120586648945    
800000      0.28226889826196261       0.0031502133202337265    
900000      0.28176949046550759       0.0033664560592806059    
1000000     0.28248584798648385       0.0033692130008825556    
