100000      -1299381766675.4226       -32695893096.339207      
200000      1192668.7373880281        5268.6626046180045       
300000      1180984.5105331365        4735.1816834906667       
400000      1214341.6394686748        4577.1319969515134       
500000      1219683.7026615129        5079.8227514924683       
600000      1203586.8801105111        5420.7041350647005       
700000      1205382.4126542762        4466.2900777498135       
800000      1188192.9717211265        5024.5699197333051       
900000      1197770.5601908939        5921.9320209887055       
1000000     1192809.7629594104        5005.3881405269203       
