100000      -8697.9166161221292       -419534.66070805589      
200000      -12003.04011633249        -589399.98110603215      
300000      -8041.7931638716263       -615165.41124651022      
400000      -7328.1173255053081       -613980.0151857977       
500000      -8085.0054235340476       -611846.22631352709      
600000      -7011.4989825961502       -616235.99273243558      
700000      -6066.1367491063129       -612615.61117063381      
800000      -3873.733940362898        -629186.47399060859      
900000      -2939.0578878238694       -637114.65578962502      
1000000     -3163.1542671699417       -624474.54352314805      
