100000      118.883 381.117
200000      35.8233 464.177
300000      27.5912 472.409
400000      24.8774 475.123
500000      25.5269 474.473
600000      18.6214 481.379
700000      25.8897 474.11
800000      16.0972 483.903
900000      13.7732 486.227
1000000     14.5852 485.415
