100000      159.434 340.566
200000      104.268 395.732
300000      90.1538 409.846
400000      85.8317 414.168
500000      93.7029 406.297
600000      94.0125 405.988
700000      72.6613 427.339
800000      65.4669 434.533
900000      57.0796 442.92
1000000     57.5677 442.432
