100000      -1192084.2686997685       210188.80488506981       
200000      829893.14747829677        37480.549330092115       
300000      920857.24614731886        23877.697243114839       
400000      883455.81216845405        20821.125622032661       
500000      918315.54211837193        20298.827147015309       
600000      883555.37240712543        30439.894849051103       
700000      874177.12401395163        22569.346140915659       
800000      855689.74415986286        28130.006834638796       
900000      858068.1486950611         30227.647248934081       
1000000     860704.18190487928        39443.065583720083       
