100000      0.11192315486884992       0.060251759247568551     
200000      0.19764310495791318       0.019295709969768631     
300000      0.22084247779779451       0.012896741352534899     
400000      0.23634531131498801       0.012167528970137351     
500000      0.2448460996502447        0.012917080747958181     
600000      0.25556909032273395       0.0144474771300731       
700000      0.26638053086956581       0.012986642547599672     
800000      0.26973640858802517       0.013009247665631668     
900000      0.26401281908127422       0.01540099549003577      
1000000     0.26908828769096704       0.015105060993928433     
