100000      286.47 213.53
200000      414.829 85.1709
300000      430.736 69.2644
400000      430.8 69.2005
500000      424.532 75.4677
600000      413.97 86.0298
700000      410.142 89.8576
800000      406.936 93.064
900000      409.639 90.3606
1000000     397.971 102.029
