100000      0.09127693654314803       0.047705746656047869     
200000      0.15652427279418812       0.016958478065863928     
300000      0.17175928275504065       0.013345628351899914     
400000      0.18325933885601528       0.012941648546620846     
500000      0.18888406484120016       0.013849354008541558     
600000      0.19591369932028607       0.015400258004278434     
700000      0.19960206577196588       0.015924539009204295     
800000      0.20070193574058962       0.016412224093811833     
900000      0.20282588967459886       0.015912577570038857     
1000000     0.20042443368069845       0.017863539239713247     
