206 24
207 84
208 112
209 151
210 280
211 365
212 471
213 441
214 363
215 455
216 598
217 891
218 1099
219 1202
220 1332
221 1498
222 1934
223 2499
224 3145
225 3823
226 4197
227 4971
228 6177
229 6920
230 7706
231 8228
232 9945
233 11169
234 12688
235 14416
236 15903
237 15471
238 16369
239 18241
240 19449
241 20936
242 20025
243 20401
244 21455
245 20704
246 20174
247 18116
248 16539
249 14987
250 15034
251 15318
252 14184
253 12617
254 11716
255 10290
256 9198
257 8246
258 7425
259 6152
260 5612
261 4716
262 3205
263 2848
264 2449
265 1873
266 975
267 924
268 421
269 505
270 216
271 87
272 29
273 7
