100000      292165.62603465136        -191946.34830213917      
200000      -892665.89620561851       -84915.680508828154      
300000      -1086318.4241508185       -62958.831372123692      
400000      -1238257.1517824284       -44930.771739268064      
500000      -1270878.8762223523       -44644.208733889478      
600000      -1326344.9925632169       -44411.861860800258      
700000      -1306746.785072325        -51254.404587914156      
800000      -1280209.8996414656       -53899.207228526218      
900000      -1263526.3640929656       -58271.370484695173      
1000000     -1176224.0342737713       -70908.97422090976       
