100000      -14102329.959782196       220590.72032925402       
200000      778995.03014794318        108590.28056768214       
300000      899273.06153838802        93848.341083091393       
400000      990961.96656618582        63461.269270010489       
500000      995552.86850490014        66508.875184078759       
600000      1016210.6010549316        65294.215885075275       
700000      994482.28248926089        74382.847418187914       
800000      980990.08311532997        76171.699810085614       
900000      943710.41948076256        86885.138683007666       
1000000     879270.99888141337        103415.21705154328       
