100000      622.261 569.739
200000      703.531 488.469
300000      780.67 411.33
400000      857.488 334.512
500000      857.09 334.91
600000      850.798 341.202
700000      858.82 333.18
800000      826.576 365.424
900000      791.359 400.641
1000000     737.853 454.147
