100000      1216.68 883.323
200000      1636.21 463.792
300000      1776.76 323.237
400000      1915.52 184.477
500000      2004.35 95.6456
600000      2051.27 48.7283
700000      2073.36 26.6417
800000      2091.87 8.12666
900000      2095.72 4.2837
1000000     2094.94 5.05915
